"SHN_Id","Datnai","Sexe","Catlib","FedNom","Discipline","Club","DepLib","RegionLib","Fin de droits","Date début"
"shn01568","1996","M         ","Espoir","SKI","Ski de fond","DAMPRICHARD","DOUBS","FRANCHE-COMTE","10/31/2015","11/1/2014"
"shn01569","1971","M         ","Senior","EQUITATION","Dressage","ECURIE DE MOULINCOURT","EURE-ET-LOIR","CENTRE","10/31/2015","11/1/2014"
"shn01570","1994","F         ","Jeune","RUGBY","Rugby a xv","MONTPELLIER RC","HERAULT","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn01571","2000","M         ","Espoir","CANOE-KAYAK","Slalom","CANOE KAYAK DE VERTOU","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","10/31/2015","11/1/2014"
"shn01572","1998","F         ","Espoir","HANDBALL","Handball","LOMME","NORD","NORD-PAS-DE-CALAIS","10/31/2015","11/1/2014"
"shn01573","1998","M         ","Jeune","AUTOMOBILE","Circuit","ASK BAR SUR LOUP","ALPES-MARITIMES","P.A.C.A.","10/31/2015","11/1/2014"
"shn01574","1981","M         ","Senior","ATHLETISME","Courses hors stade","ENTENTE DE HAUTE ALSACE*","HAUT-RHIN","ALSACE","10/31/2015","11/1/2014"
"shn01575","1994","F         ","Elite","HANDISPORT","Ski paralympique","ALBERTVILLE HANDISPORT","SAVOIE","RHONE-ALPES","10/31/2016","11/1/2014"
"shn01576","1993","M         ","Senior","MONTAGNE ET ESCALADE","Ski de montagne","CLUB MULTISPORTS ARECHES BEAUFORT","SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01577","1998","M         ","Espoir","VOILE","Deriveur","44011 - C N PORNIC","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","10/31/2015","11/1/2014"
"shn01578","1997","M         ","Jeune","LUTTE","Lutte olympique libre","GENLIS LUTTE","COTE-D'OR","BOURGOGNE","10/31/2015","11/1/2014"
"shn01579","1998","F         ","Jeune","FOOTBALL","Football","MONTPELLIER HSC","HERAULT","LANGUEDOC-ROUSSILLON","10/31/2016","4/1/2015"
"shn01580","1996","M         ","Espoir","ATHLETISME","Concours","STADE SOTTEVILLAIS 76*","SEINE-MARITIME","HAUTE-NORMANDIE","10/31/2015","11/1/2014"
"shn01581","2001","F         ","Espoir","GYMNASTIQUE","Aerobic","AVANT GARDE ALBERTVILLE","SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01582","1995","M         ","Jeune","FOOTBALL","Football","TOULOUSE FC","HAUTE-GARONNE","MIDI-PYRENEES","10/31/2015","11/1/2014"
"shn01583","2001","M         ","Espoir","BASEBALL","Baseball","HAWKS BASEBALL CLUB","ILLE-ET-VILAINE","BRETAGNE","10/31/2015","11/1/2014"
"shn01584","1997","F         ","Espoir","ESCRIME","Epée","ESCRIME SUR VIE","VENDEE","PAYS DE LA LOIRE","10/31/2015","11/1/2014"
"shn01585","2002","M         ","Espoir","NATATION","Plongeon","PLONGEON CLUB STRASBOURG","BAS-RHIN","ALSACE","10/31/2015","11/1/2014"
"shn01586","1994","M         ","Jeune","COURSE D'ORIENTATION","Course d'orientation","ESPACE CHAMBERY ORIENTATION 73 - ECHO 73","SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01587","1996","M         ","Espoir","SURF","Surfboard","KANGOUROU SURF CLUB","FINISTERE","BRETAGNE","10/31/2015","11/1/2014"
"shn01588","1996","F         ","Espoir","GOLF","Golf","GARDEN GOLF DE CARQUEFOU","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","10/31/2015","11/1/2014"
"shn01589","1997","F         ","Jeune","BASKET-BALL","Basket-ball","S.I. GRAFFENSTADEN","BAS-RHIN","ALSACE","10/31/2015","11/1/2014"
"shn01590","1986","M         ","Elite","SKI","biathlon","CS LA FECLAZ","SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01591","1997","F         ","Jeune","SKI","Ski alpin","CS VALMOREL","SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01592","1999","M         ","Espoir","JUDO","Judo","J C ST QUENTINOIS","AISNE","PICARDIE","10/31/2015","11/1/2014"
"shn01593","1997","M         ","Jeune","FOOTBALL","Football","CHELSEA FC","ETRANGER","ETRANGER","10/31/2015","11/1/2014"
"shn01594","1999","F         ","Espoir","TIR","Carabine","S.T NEUFCHATEAU","VOSGES","LORRAINE","10/31/2015","11/1/2014"
"shn01595","2000","F         ","Espoir","FOOTBALL","Football","MONTPELLIER HSC","HERAULT","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn01596","1996","F         ","Jeune","GYMNASTIQUE","Aerobic","A.M.G.A. ARQUES","PAS-DE-CALAIS","NORD-PAS-DE-CALAIS","10/31/2015","11/1/2014"
"shn01597","2001","M         ","Espoir","FOOTBALL","Football","AC BOULOGNE BILLANCOURT","YVELINES","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01598","1996","M         ","Jeune","HANDISPORT","Tennis de table paralympique","VAILLANTE ANGERS TENNIS DE TABLE","MAINE-ET-LOIRE","PAYS DE LA LOIRE","10/31/2015","11/1/2014"
"shn01599","1999","M         ","Espoir","RUGBY","Rugby a xv","SOYAUX ANGOULEME XV","CHARENTE","POITOU-CHARENTES","10/31/2015","11/1/2014"
"shn01600","1997","F         ","Espoir","JUDO","Judo","BOURGES JUDO","CHER","CENTRE","10/31/2015","11/1/2014"
"shn01601","1982","M         ","Senior","VOILE","Courses au large","68001 - C V MULHOUSE","HAUT-RHIN","ALSACE","10/31/2015","11/1/2014"
"shn01602","1999","M         ","Jeune","NATATION","Natation en eau libre","MULHOUSE ON","HAUT-RHIN","ALSACE","10/31/2015","11/1/2014"
"shn01603","1989","F         ","Senior","SKI","biathlon","SC VALENTINO","DROME","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01604","1991","M         ","Espoir","VOL A VOILE","Vol a voile","CLUB DE VOL A VOILE GUIL ET DURANCE","HAUTES-ALPES","P.A.C.A.","10/31/2015","11/1/2014"
"shn01605","2001","M         ","Espoir","FOOTBALL","Football","US CONCARNEAU","FINISTERE","BRETAGNE","10/31/2015","11/1/2014"
"shn01606","1992","F         ","Jeune","JUDO","Judo","STE GENEVIEVE SPORTS","ESSONNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01607","2001","M         ","Espoir","FOOTBALL","Football","US ALBI","TARN","MIDI-PYRENEES","10/31/2015","11/1/2014"
"shn01608","1997","F         ","Espoir","EQUITATION","Dressage","ECOLES DE ST CYR","MORBIHAN","BRETAGNE","10/31/2015","11/1/2014"
"shn01609","1992","M         ","Senior","ATHLETISME","Concours","CLERMONT ATHLETISME AUVERGNE *","PUY-DE-DOME","AUVERGNE","10/31/2015","11/1/2014"
"shn01610","2002","F         ","Jeune","DANSE","Danses par couple","ARTISTIQUE RUMBA CLUB","DROME","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01611","1997","M         ","Espoir","AVIRON","Aviron","SAINT NAZAIRE OS","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","10/31/2015","11/1/2014"
"shn01612","1998","F         ","Espoir","HANDBALL","Handball","ST DENIS","REUNION","REUNION","10/31/2015","11/1/2014"
"shn01613","1998","F         ","Espoir","ESCRIME","Fleuret","CERCLE ESCRIME DE PETIT BOURG","GUADELOUPE","GUADELOUPE","10/31/2015","11/1/2014"
"shn01614","1998","M         ","Jeune","MOTOCYCLISME","Motocross","C0781 - MOTO CLUB ROMAGNE","ILLE-ET-VILAINE","BRETAGNE","10/31/2015","11/1/2014"
"shn01615","1998","F         ","Jeune","HANDBALL","Handball","ANGERS SLM","MAINE-ET-LOIRE","PAYS DE LA LOIRE","10/31/2015","11/1/2014"
"shn01616","2002","F         ","Espoir","TENNIS","Tennis","LEVALLOIS SCT","HAUTS-DE-SEINE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01617","1995","F         ","Espoir","TIR","Tir au plateau (skeet olympique)","BTC PIGEON D'ARGILE","CHARENTE-MARITIME","POITOU-CHARENTES","10/31/2015","11/1/2014"
"shn01618","1996","M         ","Espoir","CYCLISME","Piste","Le Guidon Chalettois","LOIRET","CENTRE","10/31/2015","11/1/2014"
"shn01619","2002","M         ","Espoir","TENNIS DE TABLE","Tennis de table","RENNES TOUR D AUVERGNE","ILLE-ET-VILAINE","BRETAGNE","10/31/2015","11/1/2014"
"shn01620","1985","M         ","Elite","MOTOCYCLISME","Enduro","C2128 - MOTO CLUB LES GAULOIS","GARD","LANGUEDOC-ROUSSILLON","10/31/2017","4/1/2015"
"shn01621","1999","M         ","Espoir","JUDO","Judo","RACING LIMOGES JUDO","HAUTE-VIENNE","LIMOUSIN","10/31/2015","11/1/2014"
"shn01622","1995","F         ","Jeune","SKI NAUTIQUE","Wakeboard","OBJECTIF GLISSE CONDRIEU","RHONE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01623","1996","F         ","Jeune","SKI NAUTIQUE","Wakeboard","OBJECTIF GLISSE CONDRIEU","RHONE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01624","1960","F         ","Partenaire d'entrainement","TAEKWONDO","Taekwondo","TAEKWONDO ALBIGEOIS","TARN","MIDI-PYRENEES","10/31/2015","11/1/2014"
"shn01625","1999","M         ","Espoir","VOILE","Deriveur","76010 - S R HAVRE","SEINE-MARITIME","HAUTE-NORMANDIE","10/31/2015","11/1/2014"
"shn01626","1973","M         ","Senior","EQUITATION","Concours complet","IFCE SAUMUR","MAINE-ET-LOIRE","PAYS DE LA LOIRE","10/31/2015","11/1/2014"
"shn01627","1998","M         ","Jeune","GYMNASTIQUE","Gymnastique artistique","LILLE METROPOLE JEUNESSE SPORTIVE MADELEINOISE","NORD","NORD-PAS-DE-CALAIS","10/31/2015","11/1/2014"
"shn01628","1970","M         ","Senior","TIR","Tir au plateau (fosse olympique)","S.T.C.B","SAONE-ET-LOIRE","BOURGOGNE","10/31/2016","4/1/2015"
"shn01629","1996","M         ","Jeune","JUDO","Judo","JC AGATHOIS","HERAULT","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn01630","2000","M         ","Espoir","BASKET-BALL","Basket-ball","USL MONTJOLY","GUYANE","GUYANE","10/31/2015","11/1/2014"
"shn01631","1997","F         ","Espoir","ATHLETISME","Concours","EA BOURG-EN-BRESSE*","AIN","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01632","1999","F         ","Espoir","EQUITATION","Concours complet","A S E  DU BOIS DE LA NOUE","VAL-D'OISE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01633","1999","M         ","Jeune","AUTOMOBILE","Karting","ASK BESANCON","HAUTE-SAONE","FRANCHE-COMTE","10/31/2015","11/1/2014"
"shn01634","1988","F         ","Senior","SKI","biathlon","CS LA FECLAZ","SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01635","1992","F         ","Senior","VOILE","Deriveur","56005 - C N LORIENT","MORBIHAN","BRETAGNE","10/31/2015","11/1/2014"
"shn01636","1999","M         ","Espoir","MOTOCYCLISME","Motocross","C0019 - MOTO CLUB DU CIRCUIT D'ALBI","TARN","MIDI-PYRENEES","10/31/2015","11/1/2014"
"shn01637","1996","M         ","Jeune","ESCRIME","Epée","CE D'AMIENS MÉTROPOLE","SOMME","PICARDIE","10/31/2015","11/1/2014"
"shn01638","1983","M         ","Elite","MONTAGNE ET ESCALADE","Ski de montagne","CLUB MULTISPORTS ARECHES BEAUFORT","SAVOIE","RHONE-ALPES","10/31/2016","11/1/2014"
"shn01639","1999","F         ","Espoir","AVIRON","Aviron","MACON SR","SAONE-ET-LOIRE","BOURGOGNE","10/31/2015","11/1/2014"
"shn01640","2001","M         ","Espoir","BASKET-BALL","Basket-ball","MJC DES ABYMES","GUADELOUPE","GUADELOUPE","10/31/2015","11/1/2014"
"shn01641","1991","M         ","Senior","MONTAGNE ET ESCALADE","Escalade","CAHORS MONTAGNE","LOT","MIDI-PYRENEES","10/31/2015","11/1/2014"
"shn01642","1999","M         ","Espoir","HOCKEY SUR GLACE","Hockey sur glace","LYON","RHONE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01643","1993","M         ","Espoir","KARATE","Karate","FUDOSHIN","RHONE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01644","2001","F         ","Espoir","BASKET-BALL","Basket-ball","ATLANTIQUE BASKET PAYS ROCHELAIS 17","CHARENTE-MARITIME","POITOU-CHARENTES","10/31/2015","11/1/2014"
"shn01645","1998","F         ","Jeune","FOOTBALL","Football","O LYONNAIS","RHONE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01646","1992","F         ","Senior","GOLF","Golf","GOLF DE SAINT GERMAIN","YVELINES","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01647","1999","F         ","Espoir","SKI","Ski alpin","COURCHEVEL","SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01648","1990","M         ","Espoir","VOILE","Planche a voile","34906 - MAIRIE DE PALAVAS","HERAULT","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn01649","1997","M         ","Espoir","ATHLETISME","Concours","CLERMONT ATHLETISME AUVERGNE *","PUY-DE-DOME","AUVERGNE","10/31/2015","11/1/2014"
"shn01650","1999","F         ","Espoir","HANDBALL","Handball","SAINT FLOUR HB","CANTAL","AUVERGNE","10/31/2015","11/1/2014"
"shn01651","2001","F         ","Espoir","TENNIS DE TABLE","Tennis de table","ZORN  TENNIS DE TABLE","BAS-RHIN","ALSACE","10/31/2015","11/1/2014"
"shn01652","1998","M         ","Espoir","RUGBY","Rugby a xv","SU AGEN","LOT-ET-GARONNE","AQUITAINE","10/31/2015","11/1/2014"
"shn01653","1998","F         ","Espoir","JUDO","Judo","L OM JUDO","BOUCHES-DU-RHONE","P.A.C.A.","10/31/2015","11/1/2014"
"shn01654","1999","F         ","Espoir","NATATION","Natation synchronisée","BALLET NAUTIQUE STRASBOURG","BAS-RHIN","ALSACE","10/31/2015","11/1/2014"
"shn01655","1988","F         ","Senior","JUDO","Judo","FLAM 91","ESSONNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01656","1995","F         ","Espoir","JUDO","Judo","JUDO OUEST GRAND LYON","RHONE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01657","1997","M         ","Espoir","ATHLETISME","Courses sur piste","AJ MONTMOREAU","CHARENTE","POITOU-CHARENTES","10/31/2015","11/1/2014"
"shn01658","1993","M         ","Senior","SPORT ADAPTE","Football","ASL LAMARCK","HAUTE-GARONNE","MIDI-PYRENEES","10/31/2015","11/1/2014"
"shn01659","1995","M         ","Espoir","CYCLISME","Route","BREST IROISE CYCL.2000","FINISTERE","BRETAGNE","10/31/2015","11/1/2014"
"shn01660","1999","F         ","Espoir","NATATION","Natation course","Amiens Métropole Natation","SEINE-MARITIME","HAUTE-NORMANDIE","10/31/2015","11/1/2014"
"shn01661","1995","M         ","Jeune","FOOTBALL AMERICAIN","Foot americain","GLADIATEURS","VAL-DE-MARNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01662","2000","M         ","Espoir","NATATION","Water-polo","CN MARSEILLE","BOUCHES-DU-RHONE","P.A.C.A.","10/31/2015","11/1/2014"
"shn01663","1999","M         ","Espoir","SPORT BOULES","Sport boules","SAINT MARTIN EN HAUT","RHONE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01664","2000","M         ","Espoir","JUDO","Judo","JC AS ST JUNIEN","HAUTE-VIENNE","LIMOUSIN","10/31/2015","11/1/2014"
"shn01665","1993","M         ","Jeune","NATATION","Plongeon","PLONGEON CLUB STRASBOURG","BAS-RHIN","ALSACE","10/31/2015","11/1/2014"
"shn01666","1999","F         ","Jeune","NATATION","Plongeon","PLONGEON CLUB STRASBOURG","BAS-RHIN","ALSACE","10/31/2015","11/1/2014"
"shn01667","1998","M         ","Espoir","NATATION","Water-polo","PAYS D'AIX NATATION","BOUCHES-DU-RHONE","P.A.C.A.","10/31/2015","11/1/2014"
"shn01668","2000","M         ","Espoir","SKI","Ski alpin","SC LES CARROZ","HAUTE-SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01669","2002","F         ","Espoir","EQUITATION","Voltige équestre","ECURIES DU CERCLE D OR","MAINE-ET-LOIRE","PAYS DE LA LOIRE","10/31/2015","11/1/2014"
"shn01670","1996","M         ","Jeune","HANDBALL","Handball","BOUGUENAIS","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","10/31/2015","11/1/2014"
"shn01671","1993","M         ","Espoir","JUDO","Judo","US.ORLEANS LOIRET JUDO JUJITSU","LOIRET","CENTRE","10/31/2015","11/1/2014"
"shn01672","1998","M         ","Espoir","ROLLER SPORTS","Rink hockey","LA VENDÉENNE","VENDEE","PAYS DE LA LOIRE","10/31/2015","11/1/2014"
"shn01673","1993","M         ","Senior","ROLLER SPORTS","Rink hockey","NARH","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","10/31/2015","11/1/2014"
"shn01674","2003","M         ","Espoir","TENNIS DE TABLE","Tennis de table","METZ Tennis de Table","MOSELLE","LORRAINE","10/31/2015","11/1/2014"
"shn01675","1999","M         ","Espoir","TIR A L'ARC","Tir olympique","Archers Riomois","ALLIER","AUVERGNE","10/31/2015","11/1/2014"
"shn01676","1999","F         ","Espoir","SKI","Ski alpin","CS LA PLAGNE","SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01677","1995","M         ","Espoir","SPORTS DE GLACE","Skeleton","CBLS MACOT LA PLAGNE","SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01678","1990","F         ","Senior","SPORTS DE GLACE","Luge","CBLS MACOT LA PLAGNE","SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01679","1997","M         ","Partenaire d'entrainement","BOXE","Boxe anglaise","ATHLETIC BOXING DIVION CALONNE","PAS-DE-CALAIS","NORD-PAS-DE-CALAIS","10/31/2015","11/1/2014"
"shn01680","1995","M         ","Espoir","ATHLETISME","Concours","CA MONTREUIL 93","SEINE-SAINT-DENIS","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01681","1996","F         ","Jeune","ATHLETISME","Concours","COQUELICOT 42*","LOIRE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01682","1998","F         ","Espoir","AVIRON","Aviron","VERSAILLES CN","YVELINES","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01683","1999","F         ","Espoir","BADMINTON","Badminton","SETE BADMINTON CLUB","HERAULT","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn01684","1998","M         ","Jeune","CYCLISME","Velo tout terrain (vtt)","CREUSE OXYGENE","CREUSE","LIMOUSIN","10/31/2016","4/1/2015"
"shn01685","1997","F         ","Espoir","EQUITATION","Concours complet","BSH MONTENOIS","DOUBS","FRANCHE-COMTE","10/31/2015","11/1/2014"
"shn01686","1998","F         ","Espoir","JUDO","Judo","VALLEE OISE IMPRESSIONNISTES J","VAL-D'OISE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01687","2000","F         ","Espoir","MONTAGNE ET ESCALADE","Escalade","CLUB MONTAGNE ET ESCALADE VEUROIS","ISERE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01688","1995","F         ","Elite","NATATION","Natation course","OLYMPIC NICE NATATION","ALPES-MARITIMES","P.A.C.A.","10/31/2015","11/1/2014"
"shn01689","2000","M         ","Espoir","PENTATHLON MODERNE","Pentathlon moderne","PM PERPIGNAN LA CATALANE","PYRENEES-ORIENTALES","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn01690","1992","M         ","Senior","SAVATE","Combat","BFSC MILLAS (66)","PYRENEES-ORIENTALES","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn01691","1992","M         ","Elite","SAVATE","Combat","BFSC MILLAS (66)","PYRENEES-ORIENTALES","LANGUEDOC-ROUSSILLON","10/31/2016","11/1/2014"
"shn01692","1996","M         ","Senior","TAEKWONDO","Taekwondo","TKD CLUB FIDESIEN","RHONE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01693","2001","F         ","Espoir","TENNIS","Tennis","AL CONDAT","HAUTE-VIENNE","LIMOUSIN","10/31/2015","11/1/2014"
"shn01694","1999","F         ","Espoir","VOLLEY BALL","Volley ball","C.A. BRIVE/CORREZE VOLLEY","CORREZE","LIMOUSIN","10/31/2015","11/1/2014"
"shn01695","2001","M         ","Jeune","TENNIS","Tennis","ISTRES SPORTS TENNIS","BOUCHES-DU-RHONE","P.A.C.A.","10/31/2015","11/1/2014"
"shn01696","1989","M         ","Elite","CANOE-KAYAK","Descente","V.P.A. PONT D'ARC","ARDECHE","RHONE-ALPES","10/31/2016","11/1/2014"
"shn01697","1998","M         ","Espoir","SPORT BOULES","Sport boules","AB COGNIN","SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01698","1995","M         ","Jeune","RUGBY","Rugby a xv","STADE TOULOUSAIN","HAUTE-GARONNE","MIDI-PYRENEES","10/31/2015","11/1/2014"
"shn01699","1992","M         ","Jeune","SKI","Ski artistique","CS LA CLUSAZ","HAUTE-SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01700","2000","F         ","Espoir","VOLLEY BALL","Volley ball","EVEIL SPORTIF FLORENTIN","VENDEE","PAYS DE LA LOIRE","10/31/2015","11/1/2014"
"shn01701","1996","M         ","Jeune","NATATION","Water-polo","DAUPHINS FC SÈTE","HERAULT","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn01702","2000","F         ","Espoir","CANOE-KAYAK","Course en ligne","CANOE CLUB ROUSSILLONNAIS","PYRENEES-ORIENTALES","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn01703","1979","M         ","Elite","VOILE","Planche a voile","44025 - A S P T T NANTES","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","10/31/2016","11/1/2014"
"shn01704","1985","M         ","Elite","JUDO","Judo","STE GENEVIEVE SPORTS","ESSONNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01705","1996","M         ","Jeune","TENNIS","Tennis","TENNIS STADE TOULOUSAIN","HAUTE-GARONNE","MIDI-PYRENEES","10/31/2015","11/1/2014"
"shn01706","1995","M         ","Jeune","MONTAGNE ET ESCALADE","Escalade","ES MASSY","ESSONNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01707","1983","F         ","Senior","VOL LIBRE","Cerf-volant de traction","MONTPELLIER AGGLOMERATION KITE UNIVERSITE","HERAULT","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn01708","1988","M         ","Senior","MOTOCYCLISME","Motocross","C0817 - MOTO CLUB DES 3 LYS DE SAINT LOUIS","HAUT-RHIN","ALSACE","10/31/2015","11/1/2014"
"shn01709","2002","M         ","Espoir","TENNIS DE TABLE","Tennis de table","THIONVILLE TT","MOSELLE","LORRAINE","10/31/2015","11/1/2014"
"shn01710","1980","F         ","Senior","PELOTE BASQUE","Paleta","ZAHARRER SEGI","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2015","11/1/2014"
"shn01711","1998","F         ","Espoir","AVIRON","Aviron","MELUN CN","SEINE-ET-MARNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01712","1995","F         ","Jeune","JUDO","Judo","ACBB BOULOGNE","HAUTS-DE-SEINE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01713","1996","M         ","Jeune","PELOTE BASQUE","Xare","US ST PALAIS","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2015","11/1/2014"
"shn01714","1961","M         ","Jeune","EQUITATION","Concours complet","CENTRE EQUESTRE DU PAYS TULLOIS","CORREZE","LIMOUSIN","10/31/2015","11/1/2014"
"shn01715","1984","M         ","Senior","VOILE","Planche a voile","13030 - C N MARIGNANAIS","BOUCHES-DU-RHONE","P.A.C.A.","10/31/2015","11/1/2014"
"shn01716","1997","M         ","Espoir","ATHLETISME","Marche","US ST BERTHEVIN","MAYENNE","PAYS DE LA LOIRE","10/31/2015","11/1/2014"
"shn01717","2001","F         ","Espoir","BASKET-BALL","Basket-ball","ANGERS - UNION FEMININE  BASKET 49","MAINE-ET-LOIRE","PAYS DE LA LOIRE","10/31/2015","11/1/2014"
"shn01718","2000","M         ","Jeune","SKI NAUTIQUE","Ski nautique classique","SKI NAUTIQUE CLUB DE ST PAUL LA REUNION","REUNION","REUNION","10/31/2015","11/1/2014"
"shn01719","1983","M         ","Senior","FOOTBALL AMERICAIN","Foot americain","COUGARS","VAL-D'OISE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01720","1999","M         ","Espoir","MONTAGNE ET ESCALADE","Escalade","CLUB ALPIN FRANCAIS CHOLET COMPETITION","MAINE-ET-LOIRE","PAYS DE LA LOIRE","10/31/2015","11/1/2014"
