"SHN_Id","Datnai","Sexe","Catlib","FedNom","Discipline","Club","DepLib","RegionLib","Fin de droits","Date début"
"shn01396","1995","M         ","Jeune","ATHLETISME","Concours","ASPTT NANCY *","MEURTHE-ET-MOSELLE","LORRAINE","10/31/2015","11/1/2014"
"shn01397","1999","M         ","Jeune","BASKET-BALL","Basket-ball","S.I. GRAFFENSTADEN","BAS-RHIN","ALSACE","10/31/2015","11/1/2014"
"shn01398","1995","M         ","Jeune","SPORT BOULES","Sport boules","CFB tarare","RHONE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01399","1976","M         ","Elite","VOILE","Courses au large","22037 - SR PERROS","COTES-D'ARMOR","BRETAGNE","10/31/2016","11/1/2014"
"shn01400","1998","F         ","Jeune","JUDO","Judo","JC EDMOND VOLLMER LAUTERBOURG","BAS-RHIN","ALSACE","10/31/2015","11/1/2014"
"shn01401","2002","F         ","Espoir","GYMNASTIQUE","Trampoline","C.I.S.A.G. OULLINS","RHONE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01402","1997","F         ","Jeune","JUDO","Judo","U.S.Orléans","LOIRET","CENTRE","10/31/2015","11/1/2014"
"shn01403","1990","M         ","Partenaire d'entrainement","TENNIS DE TABLE","Tennis de table","THORIGNE-FOUILLARD T.T.","ILLE-ET-VILAINE","BRETAGNE","10/31/2015","11/1/2014"
"shn01404","1978","F         ","Senior","TIR A L'ARC","Tir olympique","ARCHERIE NOCEENNE CLUB","SEINE-SAINT-DENIS","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01405","1999","F         ","Espoir","TENNIS","Tennis","TC MIOMO","CORSE","CORSE","10/31/2015","11/1/2014"
"shn01406","1991","M         ","Senior","ROLLER SPORTS","Roller Hockey","RHC SPIDERS ROUEN","SEINE-MARITIME","HAUTE-NORMANDIE","10/31/2015","11/1/2014"
"shn01407","2003","F         ","Espoir","GYMNASTIQUE","Gymnastique artistique","LA CHATILLONNAISE","COTE-D'OR","BOURGOGNE","10/31/2015","11/1/2014"
"shn01408","1994","M         ","Jeune","ESCRIME","Epée","ESCRIME RODEZ AVEYRON","AVEYRON","MIDI-PYRENEES","10/31/2015","11/1/2014"
"shn01409","1989","M         ","Elite","AUTOMOBILE","Circuit","ASK KART 2000","VAR","P.A.C.A.","10/31/2015","11/1/2014"
"shn01410","1995","M         ","Espoir","RUGBY A XIII","Rugby a xiii","OLYMPIQUE DE TOULOUSE","HAUTE-GARONNE","MIDI-PYRENEES","10/31/2015","11/1/2014"
"shn01411","2000","M         ","Espoir","SKI","Ski alpin","SC MERIBEL","SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01412","1998","F         ","Jeune","SKI","Ski alpin","SC MERIBEL","SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01413","1991","F         ","Senior","CYCLISME","Route","UC BRESTOISE","FINISTERE","BRETAGNE","10/31/2015","11/1/2014"
"shn01414","1991","M         ","Elite","CANOE-KAYAK","Slalom","GOLBEY EPINAL ST NABORD","VOSGES","LORRAINE","10/31/2016","11/1/2014"
"shn01415","1995","M         ","Espoir","BILLARD","Billard français","BC FRANCONVILLE","VAL-D'OISE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01416","1999","M         ","Espoir","ESCRIME","Sabre","SECTION PALOISE","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2015","11/1/2014"
"shn01417","1999","F         ","Espoir","SKI","Ski alpin","CS FLAINE","HAUTE-SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01418","1989","M         ","Jeune","PARACHUTISME","Parachutisme en chute libre","2015 CLUB : 7566 - PARA CLUB VIVE LA CHUTE","CANTAL","AUVERGNE","10/31/2015","11/1/2014"
"shn01419","1999","F         ","Espoir","FOOTBALL","Football","O LYONNAIS","RHONE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01420","1994","M         ","Espoir","SKI","biathlon","CS CHAMONIX","HAUTE-SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01421","1998","F         ","Jeune","TIR A L'ARC","Tir olympique","CLUB DES ARCHERS CHALLANDAIS","VENDEE","PAYS DE LA LOIRE","10/31/2015","11/1/2014"
"shn01422","2001","M         ","Espoir","FOOTBALL","Football","RCP FONTAINEBLEAU","YVELINES","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01423","2001","M         ","Espoir","NATATION","Natation course","TEAM STRASBOURG SNS-ASPTT","BAS-RHIN","ALSACE","10/31/2015","11/1/2014"
"shn01424","1998","M         ","Espoir","PELOTE BASQUE","Main-nue","UHALDEAN","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2015","11/1/2014"
"shn01425","1991","M         ","Senior","JUDO","Judo","JJJ CLUB DE POISSY","YVELINES","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01426","1979","M         ","Senior","TIR A L'ARC","Tir olympique","ARC CLUB ISSY LES MOULINEAUX","HAUTS-DE-SEINE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01427","2001","M         ","Espoir","BASEBALL","Baseball","LES RENARDS DE LA VALLEE","VAR","P.A.C.A.","10/31/2015","11/1/2014"
"shn01428","2000","M         ","Espoir","TIR","Tir au plateau (fosse olympique)","B.T.C JURASSIEN","JURA","FRANCHE-COMTE","10/31/2015","11/1/2014"
"shn01429","1989","F         ","Senior","CYCLISME","Route","MONTRICHARD CYCLISME 41","SEINE-SAINT-DENIS","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01430","1992","F         ","Senior","TIR A L'ARC","Tir olympique","CA Balma Tir à l'Arc","HAUTE-GARONNE","MIDI-PYRENEES","10/31/2015","11/1/2014"
"shn01431","1982","M         ","Senior","PELOTE BASQUE","Paleta","C O B","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2015","11/1/2014"
"shn01432","1997","M         ","Jeune","FOOTBALL","Football","ASNL","MEURTHE-ET-MOSELLE","LORRAINE","10/31/2015","11/1/2014"
"shn01433","1998","F         ","Espoir","NATATION","Natation course","CANET 66 NATATION","PYRENEES-ORIENTALES","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn01434","2000","F         ","Espoir","BASKET-BALL","Basket-ball","Ent. SALANQUE BC","PYRENEES-ORIENTALES","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn01435","1996","F         ","Espoir","RUGBY","Rugby a xv","MONTPELLIER RC","HERAULT","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn01436","1997","F         ","Jeune","BASKET-BALL","Basket-ball","BASKET LANDES","LOT-ET-GARONNE","AQUITAINE","10/31/2015","11/1/2014"
"shn01437","1998","M         ","Espoir","JUDO","Judo","J C MOREUILLOIS","SOMME","PICARDIE","10/31/2015","11/1/2014"
"shn01438","1992","M         ","Jeune","RUGBY A XIII","Rugby a xiii","FC LEZIGNAN","AUDE","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn01439","1983","M         ","Jeune","PARACHUTISME","Parachutisme en chute libre","CEP CAHORS","LOT","MIDI-PYRENEES","10/31/2015","11/1/2014"
"shn01440","1996","F         ","Jeune","FOOTBALL","Football","ARRAS FCF","PAS-DE-CALAIS","NORD-PAS-DE-CALAIS","10/31/2015","11/1/2014"
"shn01441","2001","M         ","Espoir","TENNIS","Tennis","TCT ","INDRE-ET-LOIRE","CENTRE","10/31/2015","11/1/2014"
"shn01442","1991","M         ","Senior","VOILE","Planche a voile","29023 - CROCODILES L ELORN","FINISTERE","BRETAGNE","10/31/2015","11/1/2014"
"shn01443","2000","F         ","Espoir","NATATION","Natation course","CSN GUYANCOURT","YVELINES","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01444","1995","M         ","Espoir","HALTEROPHILIE","Haltérophilie","CLERMONT SPORTS","HERAULT","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn01445","1996","F         ","Espoir","ATHLETISME","Marche","AS CALUIRE ET CUIRE","RHONE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01446","1996","M         ","Jeune","HANDBALL","Handball","USDK","NORD","NORD-PAS-DE-CALAIS","10/31/2015","11/1/2014"
"shn01447","1987","M         ","Elite","TRIATHLON","Triathlon","TRIATHL'AIX","YVELINES","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01448","1995","M         ","Espoir","BASEBALL","Baseball","BSCR DRAGONS DE RONCHIN","NORD","NORD-PAS-DE-CALAIS","10/31/2015","11/1/2014"
"shn01449","1986","F         ","Elite","ATHLETISME","Courses sur piste","US CRETEIL","VAL-DE-MARNE","ILE-DE-FRANCE","10/31/2016","11/1/2014"
"shn01450","1995","F         ","Jeune","ROLLER SPORTS","Patinage artistique","UNION ATHLETIQUE GUJAN MESTRAS","GIRONDE","AQUITAINE","10/31/2015","11/1/2014"
"shn01451","1992","F         ","Jeune","RUGBY","Rugby a xv","USA PERPIGNAN XV FEMININ ROUSSILLON","PYRENEES-ORIENTALES","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn01452","1997","M         ","Espoir","HANDBALL","Handball","FIRMINY","LOIRE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01453","1992","M         ","Espoir","VOILE","Planche a voile","34014 - Y C MAUGUIO CARNON","HERAULT","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn01454","2001","M         ","Espoir","BASKET-BALL","Basket-ball","STADE POITEVIN BASKETBALL","CHARENTE-MARITIME","POITOU-CHARENTES","10/31/2015","11/1/2014"
"shn01455","1998","F         ","Jeune","FOOTBALL","Football","O LYONNAIS","RHONE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01456","2002","F         ","Espoir","TENNIS","Tennis","tennis saint omer","PAS-DE-CALAIS","NORD-PAS-DE-CALAIS","10/31/2015","11/1/2014"
"shn01457","2001","M         ","Espoir","BASKET-BALL","Basket-ball","LIMOGES CSP","HAUTE-VIENNE","LIMOUSIN","10/31/2015","11/1/2014"
"shn01458","1993","F         ","Senior","HOCKEY","Hockey sur gazon","IRIS HOCKEY LAMBERSART","NORD","NORD-PAS-DE-CALAIS","10/31/2015","11/1/2014"
"shn01459","1985","M         ","Jeune","EQUITATION","Sauts d'obstacle","ETS BILLOT","CALVADOS","BASSE-NORMANDIE","10/31/2015","11/1/2014"
"shn01460","1998","M         ","Jeune","TIR A L'ARC","Tir olympique","FA NICE","ALPES-MARITIMES","P.A.C.A.","10/31/2015","11/1/2014"
"shn01461","1999","M         ","Espoir","VOLLEY BALL","Volley ball","M.U.C. VOLLEY-BALL","HERAULT","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn01462","1997","F         ","Espoir","ATHLETISME","Concours","AMSL FREJUS/SAINT RAPHAEL ATHLETISME *","VAR","P.A.C.A.","10/31/2015","11/1/2014"
"shn01463","2001","F         ","Espoir","BASKET-BALL","Basket-ball","MONTATAIRE BB","OISE","PICARDIE","10/31/2015","11/1/2014"
"shn01464","1986","M         ","Senior","FOOTBALL AMERICAIN","Foot americain","BLACK PANTHERS","HAUTE-SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01465","1996","M         ","Jeune","MOTOCYCLISME","Trial","C2659 - MC MONACO REGION PACA","MONACO","MONACO","10/31/2015","11/1/2014"
"shn01466","1999","F         ","Espoir","CYCLISME","Bicross","BMX Besançon","DOUBS","FRANCHE-COMTE","10/31/2015","11/1/2014"
"shn01467","1987","M         ","Senior","HANDBALL","Handball","TREMBLAY EN FRANCE","SEINE-SAINT-DENIS","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01468","2001","M         ","Espoir","FOOTBALL","Football","Solidarité Scolaire","GUADELOUPE","GUADELOUPE","10/31/2015","11/1/2014"
"shn01469","1995","M         ","Jeune","BASKET-BALL","Basket-ball","ASVEL BASKET","ESSONNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01470","1998","M         ","Espoir","JUDO","Judo","A.M.MONTBRISON MOING","LOIRE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01471","1996","M         ","Espoir","CYCLISME","Piste","CHARVIEU CHAVAGNEUX I.C.","ISERE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01472","1995","M         ","Senior","BOXE","Boxe anglaise","FULL CONTACT GYM BOXE","RHONE","RHONE-ALPES","10/31/2016","4/1/2015"
"shn01473","1995","F         ","Espoir","ATHLETISME","Concours","BORDEAUX ATHLE*","GIRONDE","AQUITAINE","10/31/2015","11/1/2014"
"shn01474","1998","M         ","Espoir","AVIRON","Aviron","LE HAVRE SHA","SEINE-MARITIME","HAUTE-NORMANDIE","10/31/2015","11/1/2014"
"shn01475","1998","M         ","Jeune","BASEBALL","Baseball","INDIANS BOE BON ENCONTRE BASEBALL CLUB","LOT-ET-GARONNE","AQUITAINE","10/31/2015","11/1/2014"
"shn01476","1988","M         ","Senior","ATHLETISME","Courses sur piste","ENTENTE SUD LYONNAIS*","RHONE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01477","2002","M         ","Espoir","BASKET-BALL","Basket-ball","SAINT JOSEPH BASKET CLUB","REUNION","REUNION","10/31/2015","11/1/2014"
"shn01478","1995","M         ","Jeune","SKI","Surf des neiges","SC ST LARY","HAUTES-PYRENEES","MIDI-PYRENEES","10/31/2015","11/1/2014"
"shn01479","1989","F         ","Senior","RUGBY","Rugby a vii","AC BOBIGNY 93 RUGBY","SEINE-SAINT-DENIS","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01480","1998","M         ","Jeune","NATATION","Plongeon","PLONGEON CLUB STRASBOURG","BAS-RHIN","ALSACE","10/31/2015","11/1/2014"
"shn01481","2002","M         ","Espoir","TENNIS DE TABLE","Tennis de table","ZORN  TENNIS DE TABLE","BAS-RHIN","ALSACE","10/31/2015","11/1/2014"
"shn01482","1996","F         ","Espoir","SKI NAUTIQUE","Ski nautique classique","CLUB NAUTIQUE DE LA LIEZ","HAUTE-MARNE","CHAMPAGNE-ARDENNE","10/31/2015","11/1/2014"
"shn01483","1994","M         ","Jeune","SKI NAUTIQUE","Ski nautique classique","CLUB NAUTIQUE DE LA LIEZ","HAUTE-MARNE","CHAMPAGNE-ARDENNE","10/31/2015","11/1/2014"
"shn01484","1997","F         ","Espoir","HANDBALL","Handball","HBC NIMES","GARD","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn01485","1988","M         ","Elite","CANOE-KAYAK","Slalom","MURET OLYMPIQUE C.K.","HAUTE-GARONNE","MIDI-PYRENEES","10/31/2016","11/1/2014"
"shn01486","1999","F         ","Espoir","ATHLETISME","Concours","CA MONTREUIL 93","SEINE-SAINT-DENIS","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01487","1981","F         ","Senior","JUDO","Judo","RED STAR CHAMPIGNY","VAL-DE-MARNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01488","1997","M         ","Jeune","SURF","Surfboard","ST FRANCOIS SURF CLUB","GUADELOUPE","GUADELOUPE","10/31/2015","11/1/2014"
"shn01489","1995","M         ","Jeune","JUDO","Judo","US.ORLEANS LOIRET JUDO JUJITSU","LOIRET","CENTRE","10/31/2015","11/1/2014"
"shn01490","2001","F         ","Espoir","BASKET-BALL","Basket-ball","AL MEYZIEU","AIN","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01491","2001","M         ","Espoir","TENNIS","Tennis","ALERION TENNIS PARC NANCY","MEURTHE-ET-MOSELLE","LORRAINE","10/31/2015","11/1/2014"
"shn01492","1997","F         ","Espoir","TIR","Pistolet","ST REIMS","MARNE","CHAMPAGNE-ARDENNE","10/31/2015","11/1/2014"
"shn01493","2003","F         ","Espoir","GYMNASTIQUE","Gymnastique artistique","UNION HAGUENAU","BAS-RHIN","ALSACE","10/31/2015","11/1/2014"
"shn01494","1996","F         ","Espoir","HANDBALL","Handball","Union Mios Biganos Bègles","GIRONDE","AQUITAINE","10/31/2015","11/1/2014"
"shn01495","2001","F         ","Espoir","BASKET-BALL","Basket-ball","GET VOSGES","VOSGES","LORRAINE","10/31/2015","11/1/2014"
"shn01496","1998","F         ","Jeune","FOOTBALL","Football","FC VENDENHEIM","BAS-RHIN","ALSACE","10/31/2015","11/1/2014"
"shn01497","1999","M         ","Jeune","TENNIS","Tennis","LAGARDERE PARIS RACING","PARIS","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01498","1991","F         ","Senior","EQUITATION","Voltige équestre","ECURIE DE LA CIGOGNE","BAS-RHIN","ALSACE","10/31/2015","11/1/2014"
"shn01499","1999","F         ","Espoir","RUGBY A XIII","Rugby a xiii","asc13 féminin Carcassonne","AUDE","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn01500","2002","M         ","Espoir","TENNIS","Tennis","TC Gradignan","OISE","PICARDIE","10/31/2015","11/1/2014"
"shn01501","1997","M         ","Espoir","PELOTE BASQUE","Main-nue","ESKULARI","PYRENEES-ATLANTIQUES","AQUITAINE","10/31/2015","11/1/2014"
"shn01502","2000","F         ","Espoir","BASKET-BALL","Basket-ball","DOUVRES BASKET COEUR DE NACRE","CALVADOS","BASSE-NORMANDIE","10/31/2015","11/1/2014"
"shn01503","1966","F         ","Jeune","HANDISPORT","Equitation paralympique","ASSOCIATION HANDISPORT BEAUVAIS","OISE","PICARDIE","10/31/2015","11/1/2014"
"shn01504","2001","F         ","Jeune","NATATION","Plongeon","LYON PLONGEON CLUB","RHONE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01505","1989","F         ","Senior","SAVATE","Assaut","LEVALLOIS SPORTING CLUB","HAUTS-DE-SEINE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01506","2000","M         ","Espoir","GYMNASTIQUE","Gymnastique artistique","SOCIETE MUNICIPALE BOURGES","CHER","CENTRE","10/31/2015","11/1/2014"
"shn01507","2003","M         ","Espoir","GYMNASTIQUE","Gymnastique artistique","RONDADE SALTO TOMBLAINE","MEURTHE-ET-MOSELLE","LORRAINE","10/31/2015","11/1/2014"
"shn01508","1996","M         ","Espoir","SPORT ADAPTE","Natation","CLUB SPORT ADAPTE EPINAL","VOSGES","LORRAINE","10/31/2015","11/1/2014"
"shn01509","2002","M         ","Espoir","TENNIS DE TABLE","Tennis de table","A M S L FREJUS","VAR","P.A.C.A.","10/31/2015","11/1/2014"
"shn01510","1999","M         ","Partenaire d'entrainement","TENNIS DE TABLE","Tennis de table","A M S L FREJUS","VAR","P.A.C.A.","10/31/2015","11/1/2014"
"shn01511","1997","F         ","Espoir","ATHLETISME","Concours","GA NOISY LE GRAND","SEINE-SAINT-DENIS","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01512","1992","F         ","Senior","ATHLETISME","Courses sur piste","CA MONTREUIL 93","SEINE-SAINT-DENIS","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01513","1999","F         ","Espoir","ATHLETISME","Marche","BERGERAC ATHLETIQUE CLUB","DORDOGNE","AQUITAINE","10/31/2015","11/1/2014"
"shn01514","1998","M         ","Jeune","BASKET-BALL","Basket-ball","ROANNE CHORALE","BOUCHES-DU-RHONE","P.A.C.A.","10/31/2015","11/1/2014"
"shn01515","1999","M         ","Jeune","BASKET-BALL","Basket-ball","STADE POITEVIN BASKETBALL","CHARENTE","POITOU-CHARENTES","10/31/2015","11/1/2014"
"shn01516","1995","F         ","Espoir","ESCRIME","Fleuret","SECTION ESCRIME LYONNAISE","RHONE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01517","1998","F         ","Espoir","JUDO","Judo","OLYMPIQUE JUDO VAROIS","VAR","P.A.C.A.","10/31/2015","11/1/2014"
"shn01518","1984","M         ","Senior","MONTAGNE ET ESCALADE","Ski de montagne","C.A.F. HAUT CHABLAIS MORZINE","HAUTE-SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01519","1992","F         ","Senior","ROLLER SPORTS","Roller Hockey","KROKO ROLLER","GARD","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn01520","1995","M         ","Jeune","RUGBY","Rugby a xv","UNION BORDEAUX BEGLES GIRONDE","GIRONDE","AQUITAINE","10/31/2015","11/1/2014"
"shn01521","1998","M         ","Espoir","SKI","Ski alpin","SC BONNEVAL","SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01522","2000","M         ","Espoir","SKI","Ski alpin","SC ARECHES","SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01523","1988","M         ","Reconversion","SKI","Ski alpin","SC LES ARCS","SAVOIE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01524","1988","F         ","Reconversion","SPORTS DE GLACE","Danse sur glace","VILLARS DE LANS","ISERE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01525","1997","F         ","Espoir","TRIATHLON","Triathlon","TRICASTIN TRIATHLON CLUB","DROME","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01526","2002","F         ","Espoir","GYMNASTIQUE","Gymnastique artistique","LEGION VIENNOISE","ISERE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01527","1998","M         ","Jeune","TENNIS","Tennis","T.C. SAINT MAUR","VAL-DE-MARNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01528","1977","F         ","Senior","AERONAUTIQUE","Voltige aérienne","DIJON VOLTIGE","COTE-D'OR","BOURGOGNE","10/31/2015","11/1/2014"
"shn01529","1998","F         ","Espoir","FOOTBALL","Football","AS ST ETIENNE","LOIRE","RHONE-ALPES","10/31/2015","11/1/2014"
"shn01530","1996","M         ","Jeune","FOOTBALL AMERICAIN","Foot americain","KANGOUROUS","GIRONDE","AQUITAINE","10/31/2015","11/1/2014"
"shn01531","1997","M         ","Jeune","JUDO","Judo","US.ORLEANS LOIRET JUDO JUJITSU","LOIRET","CENTRE","10/31/2015","11/1/2014"
"shn01532","1997","M         ","Jeune","JUDO","Judo","C.P.B. RENNES","ILLE-ET-VILAINE","BRETAGNE","10/31/2015","11/1/2014"
"shn01533","1997","F         ","Espoir","NATATION","Natation course","AAS SARCELLES NATATION 95","VAL-D'OISE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01534","1996","M         ","Jeune","ROLLER SPORTS","Roller Hockey","RHC 17","CHARENTE-MARITIME","POITOU-CHARENTES","10/31/2015","11/1/2014"
"shn01535","1996","M         ","Jeune","ATHLETISME","Marche","ATHLE BOURGOGNE SUD","SAONE-ET-LOIRE","BOURGOGNE","10/31/2015","11/1/2014"
"shn01536","1999","F         ","Espoir","NATATION","Natation course","EN CAEN","CALVADOS","BASSE-NORMANDIE","10/31/2015","11/1/2014"
"shn01537","1999","F         ","Espoir","RUGBY","Rugby a xv","STADE TOULOUSAIN RUGBY FEMININ","HAUTE-GARONNE","MIDI-PYRENEES","10/31/2015","11/1/2014"
"shn01538","2000","M         ","Espoir","TENNIS","Tennis","T.C.CASTANET-TOLOSAN","HAUTE-GARONNE","MIDI-PYRENEES","10/31/2015","11/1/2014"
"shn01539","1992","M         ","Senior","COURSE D'ORIENTATION","Course d'orientation","ORIENTATION HAUT-JURA","JURA","FRANCHE-COMTE","10/31/2015","11/1/2014"
"shn01540","1990","F         ","Jeune","VOILE","Deriveur","44009 - S N O NANTES","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","10/31/2015","11/1/2014"
"shn01541","1985","M         ","Senior","NATATION","Water-polo","TEAM STRASBOURG SNS-ASPTT","BAS-RHIN","ALSACE","10/31/2015","11/1/2014"
"shn01542","1998","M         ","Espoir","JUDO","Judo","JUDO CLUB DE FECHAIN","NORD","NORD-PAS-DE-CALAIS","10/31/2015","11/1/2014"
"shn01543","1988","M         ","Elite","ESCRIME","Epée","VGA ESCRIME SAINT MAUR","VAL-DE-MARNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01544","1996","F         ","Jeune","BASKET-BALL","Basket-ball","ST AMAND P H","NORD","NORD-PAS-DE-CALAIS","10/31/2015","11/1/2014"
"shn01545","1995","F         ","Espoir","ATHLETISME","Concours","TARN SUD ATHLETISME*","TARN","MIDI-PYRENEES","10/31/2015","11/1/2014"
"shn01546","2000","F         ","Espoir","BASKET-BALL","Basket-ball","BASKET CLUB DE CHENOVE","COTE-D'OR","BOURGOGNE","10/31/2015","11/1/2014"
"shn01547","1991","F         ","Elite","ESCRIME","Fleuret","CM AUBERVILLIERS ESCRIME","SEINE-SAINT-DENIS","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01548","1998","F         ","Senior","TAEKWONDO","Taekwondo","VAN THUYNE TAEKWONDO","VAL-DE-MARNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01549","1997","M         ","Espoir","ATHLETISME","Courses sur piste","GOSIER AC","GUADELOUPE","GUADELOUPE","10/31/2015","11/1/2014"
"shn01550","1996","F         ","Jeune","EQUITATION","Concours complet","ECURIE DE CHANTEREINE","ESSONNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01551","1998","M         ","Espoir","TIR A L'ARC","Tir olympique","ARC CLUB DE NIMES","GARD","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn01552","1999","F         ","Espoir","HANDBALL","Handball","USC CITRON","MARTINIQUE","MARTINIQUE","10/31/2015","11/1/2014"
"shn01553","1997","F         ","Espoir","HANDBALL","Handball","CJF FLEURY ","LOIRET","CENTRE","10/31/2015","11/1/2014"
"shn01554","2002","M         ","Espoir","SQUASH","Squash","SQUASH CLUB DES CEDRES","SARTHE","PAYS DE LA LOIRE","10/31/2015","11/1/2014"
"shn01555","1999","M         ","Espoir","VOLLEY BALL","Volley ball","C S M CLAMART","HAUTS-DE-SEINE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01556","1998","F         ","Espoir","JUDO","Judo","J.OLYMP.SALEILLES","PYRENEES-ORIENTALES","LANGUEDOC-ROUSSILLON","10/31/2015","11/1/2014"
"shn01557","1998","F         ","Jeune","HANDBALL","Handball","ZAYEN","GUADELOUPE","GUADELOUPE","10/31/2015","11/1/2014"
"shn01558","1997","M         ","Jeune","BASEBALL","Baseball","LES HUSKIES DE ROUEN","SEINE-MARITIME","HAUTE-NORMANDIE","10/31/2015","11/1/2014"
"shn01559","1996","F         ","Jeune","HOCKEY","Hockey sur gazon","CAMBRAI HC","NORD","NORD-PAS-DE-CALAIS","10/31/2015","11/1/2014"
"shn01560","1980","M         ","Senior","SPORT ADAPTE","Natation","ATSA TOURCOING","NORD","NORD-PAS-DE-CALAIS","10/31/2015","11/1/2014"
"shn01561","1997","F         ","Jeune","TIR A L'ARC","Tir olympique","ARC CLUB DE FECAMP","SEINE-MARITIME","HAUTE-NORMANDIE","10/31/2015","11/1/2014"
"shn01562","1998","F         ","Espoir","NATATION","Natation course","AMIENS METROPOLE NAT.","SOMME","PICARDIE","10/31/2015","11/1/2014"
"shn01563","1983","F         ","Senior","JUDO","Judo","JUDO CLUB DE PONTAULT COMBAULT","SEINE-ET-MARNE","ILE-DE-FRANCE","10/31/2015","11/1/2014"
"shn01564","2003","M         ","Espoir","TENNIS DE TABLE","Tennis de table","CHARTRES ASTT.","EURE-ET-LOIR","CENTRE","10/31/2015","11/1/2014"
"shn01565","1993","M         ","Espoir","VOILE","Inshore","44030 - APCC VOILE SPORTIVE","LOIRE-ATLANTIQUE","PAYS DE LA LOIRE","10/31/2015","11/1/2014"
"shn01566","1996","F         ","Jeune","ESCRIME","Fleuret","ESCRIME PAYS D AIX","BOUCHES-DU-RHONE","P.A.C.A.","10/31/2015","11/1/2014"
"shn01567","2000","M         ","Espoir","JUDO","Judo","A.D.J. 21","COTE-D'OR","BOURGOGNE","10/31/2015","11/1/2014"
